treatment,question,rep_id,fdom_env_count,fdom_phenotype_score,fdom_max_phenotype_score,fdom_norm_phenotype_score,fdom_gestation_time,fdom_genome_length,-1000_phenotype_score,min_genome_size,fancy_name
Q1__Slip_NONE__MinGen_100,Q1,Q1__Slip_NONE__MinGen_100__rep_133,1,8,9,88.8888888889,217.0,116.0,8,100,Baseline
Q1__Slip_NONE__MinGen_100,Q1,Q1__Slip_NONE__MinGen_100__rep_112,1,9,9,100.0,220.0,120.0,9,100,Baseline
Q1__Slip_NONE__MinGen_100,Q1,Q1__Slip_NONE__MinGen_100__rep_165,1,7,9,77.7777777778,191.0,100.0,7,100,Baseline
Q1__Slip_NONE__MinGen_100,Q1,Q1__Slip_NONE__MinGen_100__rep_118,1,7,9,77.7777777778,234.0,107.0,7,100,Baseline
Q1__Slip_NONE__MinGen_100,Q1,Q1__Slip_NONE__MinGen_100__rep_181,1,7,9,77.7777777778,227.0,116.0,7,100,Baseline
Q1__Slip_NONE__MinGen_100,Q1,Q1__Slip_NONE__MinGen_100__rep_157,1,7,9,77.7777777778,231.0,100.0,7,100,Baseline
Q1__Slip_NONE__MinGen_100,Q1,Q1__Slip_NONE__MinGen_100__rep_120,1,7,9,77.7777777778,182.0,100.0,7,100,Baseline
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_210,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_222,512,0,4608,0.0,32.0,25.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_228,512,0,4608,0.0,36.0,28.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_209,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_203,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_246,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_231,512,0,4608,0.0,34.0,27.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_236,512,0,4608,0.0,35.0,28.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_241,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_204,512,0,4608,0.0,38.0,31.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_225,512,0,4608,0.0,34.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_217,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_219,512,0,4608,0.0,34.0,27.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_213,512,0,4608,0.0,35.0,27.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_221,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_232,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_245,512,0,4608,0.0,37.0,29.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_238,512,0,4608,0.0,37.0,30.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_242,512,0,4608,0.0,31.0,24.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_235,512,0,4608,0.0,35.0,28.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_248,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_207,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_226,512,0,4608,0.0,34.0,27.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_214,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_224,512,0,4608,0.0,34.0,27.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_216,512,0,4608,0.0,36.0,28.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_240,512,0,4608,0.0,34.0,27.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_237,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_205,512,0,4608,0.0,34.0,27.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_202,512,0,4608,0.0,34.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_208,512,0,4608,0.0,34.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_230,512,0,4608,0.0,32.0,25.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_247,512,2048,4608,44.4444444444,462.5,208.0,2048,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_211,512,0,4608,0.0,35.0,28.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_229,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_223,512,0,4608,0.0,32.0,25.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_227,512,0,4608,0.0,36.0,29.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_250,512,0,4608,0.0,34.0,27.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_215,512,1536,4608,33.3333333333,735.0,329.0,1536,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_249,512,0,4608,0.0,36.0,29.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_234,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_243,512,0,4608,0.0,35.0,28.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_206,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_201,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_239,512,0,4608,0.0,35.0,28.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_244,512,0,4608,0.0,35.0,28.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_233,512,0,4608,0.0,32.0,25.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_212,512,0,4608,0.0,33.0,26.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_218,512,0,4608,0.0,36.0,29.0,0,0,Slip-NOP
Q3__Slip_NOP__MinGen_0,Q3,Q3__Slip_NOP__MinGen_0__rep_220,512,0,4608,0.0,35.0,28.0,0,0,Slip-NOP
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_242,16,16,64,25.0,226.0,107.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_235,16,0,64,0.0,212.5,99.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_248,16,0,64,0.0,212.0,97.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_207,16,0,64,0.0,215.0,96.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_226,16,16,64,25.0,294.0,130.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_214,16,16,64,25.0,206.0,96.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_219,16,32,64,50.0,251.0,105.0,32,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_213,16,16,64,25.0,213.0,95.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_221,16,0,64,0.0,137.0,67.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_232,16,0,64,0.0,222.0,101.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_245,16,16,64,25.0,211.0,96.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_238,16,0,64,0.0,213.0,96.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_236,16,0,64,0.0,227.0,105.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_241,16,16,64,25.0,251.0,113.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_204,16,16,64,25.0,218.0,98.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_225,16,16,64,25.0,200.0,92.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_217,16,0,64,0.0,232.0,115.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_210,16,0,64,0.0,195.0,93.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_222,16,0,64,0.0,237.0,108.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_228,16,16,64,25.0,185.0,86.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_209,16,0,64,0.0,203.0,98.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_203,16,16,64,25.0,241.0,99.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_246,16,16,64,25.0,224.0,106.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_231,16,0,64,0.0,232.0,104.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_201,16,16,64,25.0,250.0,115.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_239,16,0,64,0.0,280.0,124.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_244,16,16,64,25.0,216.5,107.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_233,16,0,64,0.0,262.0,123.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_212,16,16,64,25.0,200.0,93.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_218,16,16,64,25.0,232.0,110.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_220,16,16,64,25.0,191.0,80.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_227,16,0,64,0.0,250.0,102.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_250,16,0,64,0.0,227.0,105.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_215,16,16,64,25.0,294.0,132.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_249,16,0,64,0.0,245.0,115.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_234,16,16,64,25.0,216.0,104.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_243,16,0,64,0.0,246.0,112.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_206,16,0,64,0.0,321.0,143.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_202,16,16,64,25.0,244.0,123.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_208,16,16,64,25.0,243.0,113.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_230,16,0,64,0.0,255.0,116.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_247,16,0,64,0.0,157.0,71.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_211,16,0,64,0.0,223.0,104.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_229,16,16,64,25.0,248.0,116.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_223,16,16,64,25.0,217.0,103.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_224,16,32,64,50.0,252.5,115.0,32,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_216,16,0,64,0.0,210.0,100.0,0,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_240,16,16,64,25.0,201.0,90.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_237,16,0,64,0.0,257.0,126.0,16,0,High mutation rate
Q2__HIGHMUT__MinGen_0,Q2,Q2__HIGHMUT__MinGen_0__rep_205,16,0,64,0.0,237.0,106.0,0,0,High mutation rate
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_221,16,64,64,100.0,309.0,185.0,64,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_219,16,0,64,0.0,69.0,62.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_213,16,0,64,0.0,69.0,60.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_245,16,0,64,0.0,73.0,65.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_232,16,0,64,0.0,74.0,66.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_238,16,0,64,0.0,63.0,55.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_207,16,0,64,0.0,85.0,76.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_235,16,48,64,75.0,295.0,157.0,48,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_242,16,0,64,0.0,73.0,63.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_248,16,64,64,100.0,260.0,150.0,64,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_214,16,0,64,0.0,69.0,61.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_226,16,0,64,0.0,74.0,65.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_222,16,48,64,75.0,421.25,212.0,48,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_228,16,0,64,0.0,60.0,52.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_210,16,32,64,50.0,186.0,94.0,32,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_231,16,0,64,0.0,69.0,62.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_246,16,40,64,62.5,685.5,300.0,40,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_209,16,0,64,0.0,63.0,55.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_203,16,0,64,0.0,63.0,55.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_204,16,48,64,75.0,735.0,338.0,48,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_241,16,0,64,0.0,55.0,48.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_236,16,56,64,87.5,364.75,179.0,56,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_217,16,16,64,25.0,815.5,364.0,32,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_225,16,0,64,0.0,64.0,57.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_215,16,64,64,100.0,765.0,351.0,64,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_250,16,0,64,0.0,57.0,50.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_227,16,0,64,0.0,65.0,57.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_206,16,0,64,0.0,73.0,65.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_249,16,64,64,100.0,430.0,220.0,64,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_243,16,0,64,0.0,61.0,53.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_234,16,0,64,0.0,72.0,64.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_239,16,0,64,0.0,65.0,58.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_233,16,0,64,0.0,59.0,52.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_244,16,0,64,0.0,63.0,56.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_201,16,0,64,0.0,59.0,52.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_220,16,0,64,0.0,58.0,50.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_212,16,32,64,50.0,307.0,160.0,32,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_218,16,48,64,75.0,337.0,182.0,48,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_216,16,0,64,0.0,68.0,60.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_224,16,0,64,0.0,64.0,56.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_205,16,0,64,0.0,61.0,53.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_237,16,0,64,0.0,81.0,73.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_240,16,0,64,0.0,61.0,54.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_247,16,0,64,0.0,70.0,63.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_230,16,0,64,0.0,55.0,48.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_202,16,0,64,0.0,77.0,68.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_208,16,0,64,0.0,61.0,54.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_229,16,0,64,0.0,66.0,58.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_223,16,0,64,0.0,77.0,70.0,0,0,Slip-scramble
Q2__Slip_SCRAM__MinGen_0,Q2,Q2__Slip_SCRAM__MinGen_0__rep_211,16,0,64,0.0,70.0,62.0,0,0,Slip-scramble
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_247,512,0,4608,0.0,254.0,116.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_230,512,512,4608,11.1111111111,275.0,119.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_208,512,0,4608,0.0,306.0,129.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_202,512,0,4608,0.0,224.0,105.0,0,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_223,512,0,4608,0.0,252.0,112.0,0,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_229,512,512,4608,11.1111111111,245.0,109.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_211,512,0,4608,0.0,221.0,105.0,0,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_216,512,512,4608,11.1111111111,272.0,121.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_224,512,0,4608,0.0,146.0,69.0,0,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_205,512,0,4608,0.0,296.0,131.0,0,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_237,512,0,4608,0.0,157.0,77.0,0,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_240,512,0,4608,0.0,211.0,96.0,0,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_233,512,512,4608,11.1111111111,245.0,108.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_244,512,0,4608,0.0,183.0,80.0,0,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_239,512,0,4608,0.0,250.0,114.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_201,512,512,4608,11.1111111111,218.0,91.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_220,512,0,4608,0.0,235.0,105.0,0,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_218,512,0,4608,0.0,232.0,103.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_212,512,0,4608,0.0,253.0,118.0,512,0,High mutation rate
Q3__HIGHMUT__MinGen_0,Q3,Q3__HIGHMUT__MinGen_0__rep_215,512,0,4608,0.0,232.0,112.0,0,0,High mutation rate
